2024-03-19 21:10:10,581 INFO    StreamThr :466066 [internal.py:wandb_internal():86] W&B internal server running at pid: 466066, started at: 2024-03-19 21:10:10.581679
2024-03-19 21:10:10,583 DEBUG   HandlerThread:466066 [handler.py:handle_request():146] handle_request: status
2024-03-19 21:10:10,584 INFO    WriterThread:466066 [datastore.py:open_for_write():87] open: /opt/disk1/dwang/sci/DVTON/OOTDiffusion/wandb/run-20240319_211010-w5y5dkgo/run-w5y5dkgo.wandb
2024-03-19 21:10:10,584 DEBUG   SenderThread:466066 [sender.py:send():382] send: header
2024-03-19 21:10:10,586 DEBUG   SenderThread:466066 [sender.py:send():382] send: run
2024-03-19 21:10:10,866 INFO    SenderThread:466066 [dir_watcher.py:__init__():211] watching files in: /opt/disk1/dwang/sci/DVTON/OOTDiffusion/wandb/run-20240319_211010-w5y5dkgo/files
2024-03-19 21:10:10,866 INFO    SenderThread:466066 [sender.py:_start_run_threads():1136] run started: w5y5dkgo with start time 1710907810.5817
2024-03-19 21:10:10,872 DEBUG   HandlerThread:466066 [handler.py:handle_request():146] handle_request: check_version
2024-03-19 21:10:10,872 DEBUG   SenderThread:466066 [sender.py:send_request():409] send_request: check_version
2024-03-19 21:10:10,944 DEBUG   HandlerThread:466066 [handler.py:handle_request():146] handle_request: run_start
2024-03-19 21:10:10,950 DEBUG   HandlerThread:466066 [system_info.py:__init__():27] System info init
2024-03-19 21:10:10,950 DEBUG   HandlerThread:466066 [system_info.py:__init__():42] System info init done
2024-03-19 21:10:10,950 INFO    HandlerThread:466066 [system_monitor.py:start():194] Starting system monitor
2024-03-19 21:10:10,950 INFO    SystemMonitor:466066 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-19 21:10:10,950 INFO    HandlerThread:466066 [system_monitor.py:probe():214] Collecting system info
2024-03-19 21:10:10,950 INFO    SystemMonitor:466066 [interfaces.py:start():190] Started cpu monitoring
2024-03-19 21:10:10,951 INFO    SystemMonitor:466066 [interfaces.py:start():190] Started disk monitoring
2024-03-19 21:10:10,952 INFO    SystemMonitor:466066 [interfaces.py:start():190] Started gpu monitoring
2024-03-19 21:10:10,952 INFO    SystemMonitor:466066 [interfaces.py:start():190] Started memory monitoring
2024-03-19 21:10:10,953 INFO    SystemMonitor:466066 [interfaces.py:start():190] Started network monitoring
2024-03-19 21:10:10,974 DEBUG   HandlerThread:466066 [system_info.py:probe():151] Probing system
2024-03-19 21:10:10,975 DEBUG   HandlerThread:466066 [system_info.py:_probe_git():136] Probing git
2024-03-19 21:10:10,980 DEBUG   HandlerThread:466066 [system_info.py:_probe_git():144] Probing git done
2024-03-19 21:10:10,980 DEBUG   HandlerThread:466066 [system_info.py:probe():199] Probing system done
2024-03-19 21:10:10,980 DEBUG   HandlerThread:466066 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-100-generic-x86_64-with-glibc2.31', 'python': '3.10.0', 'heartbeatAt': '2024-03-20T04:10:10.974850', 'startedAt': '2024-03-20T04:10:10.579061', 'docker': None, 'cuda': None, 'args': ('--pretrained_model_name_or_path=runwayml/stable-diffusion-v1-5', '--output_dir=output', '--dataset_name=SaffalPoosh/VITON-HD-test', '--resolution=512', '--learning_rate=1e-5', '--validation_image_garm', './00006_00.jpg', '--validation_image', './00008_00.jpg', '--validation_original_image', './00008_00.jpg', '--validation_prompt', 'a cloth', '--train_batch_size=4', '--dataroot=../data/VITON-HD', '--report_to', 'wandb', '--validation_steps', '1'), 'state': 'running', 'program': '/opt/disk1/dwang/sci/DVTON/OOTDiffusion/controlnet/train_controlnet.py', 'codePathLocal': 'controlnet/train_controlnet.py', 'codePath': 'controlnet/train_controlnet.py', 'git': {'remote': 'https://github.com/CatchOnAI/OOTDiffusion.git', 'commit': 'a933806a607e2b678ca0f4789e5bbe0c17666660'}, 'email': 'wangdk93', 'root': '/opt/disk1/dwang/sci/DVTON/OOTDiffusion', 'host': 'r2d2', 'username': 'dwang', 'executable': '/home/dwang/miniconda3/envs/ootd/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 4132.856750000001, 'min': 800.0, 'max': 4900.0}, 'cpu_freq_per_core': [{'current': 3600.0, 'min': 800.0, 'max': 4900.0}, {'current': 3600.0, 'min': 800.0, 'max': 4900.0}, {'current': 4660.904, 'min': 800.0, 'max': 4900.0}, {'current': 3600.0, 'min': 800.0, 'max': 4900.0}, {'current': 3600.0, 'min': 800.0, 'max': 4900.0}, {'current': 4656.503, 'min': 800.0, 'max': 4900.0}, {'current': 4656.54, 'min': 800.0, 'max': 4900.0}, {'current': 3600.0, 'min': 800.0, 'max': 4900.0}], 'disk': {'/': {'total': 1876.218734741211, 'used': 1185.202880859375}}, 'gpu': 'NVIDIA GeForce GTX 1080 Ti', 'gpu_count': 2, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1080 Ti', 'memory_total': 11811160064}, {'name': 'NVIDIA RTX A6000', 'memory_total': 51527024640}], 'memory': {'total': 31.005126953125}}
2024-03-19 21:10:10,980 INFO    HandlerThread:466066 [system_monitor.py:probe():224] Finished collecting system info
2024-03-19 21:10:10,980 INFO    HandlerThread:466066 [system_monitor.py:probe():227] Publishing system info
2024-03-19 21:10:10,980 DEBUG   HandlerThread:466066 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-03-19 21:10:11,867 INFO    Thread-12 :466066 [dir_watcher.py:_on_file_created():271] file/dir created: /opt/disk1/dwang/sci/DVTON/OOTDiffusion/wandb/run-20240319_211010-w5y5dkgo/files/conda-environment.yaml
2024-03-19 21:10:13,376 DEBUG   HandlerThread:466066 [system_info.py:_save_conda():220] Saving conda packages done
2024-03-19 21:10:13,376 INFO    HandlerThread:466066 [system_monitor.py:probe():229] Finished publishing system info
2024-03-19 21:10:13,379 DEBUG   SenderThread:466066 [sender.py:send():382] send: files
2024-03-19 21:10:13,379 INFO    SenderThread:466066 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-03-19 21:10:13,382 DEBUG   HandlerThread:466066 [handler.py:handle_request():146] handle_request: python_packages
2024-03-19 21:10:13,382 DEBUG   SenderThread:466066 [sender.py:send_request():409] send_request: python_packages
2024-03-19 21:10:13,383 DEBUG   HandlerThread:466066 [handler.py:handle_request():146] handle_request: stop_status
2024-03-19 21:10:13,383 DEBUG   SenderThread:466066 [sender.py:send_request():409] send_request: stop_status
2024-03-19 21:10:13,385 DEBUG   HandlerThread:466066 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-19 21:10:13,572 DEBUG   SenderThread:466066 [sender.py:send():382] send: telemetry
2024-03-19 21:10:13,572 DEBUG   SenderThread:466066 [sender.py:send():382] send: config
2024-03-19 21:10:13,778 INFO    wandb-upload_0:466066 [upload_job.py:push():131] Uploaded file /tmp/tmp09yhnwr8wandb/6a3bu94d-wandb-metadata.json
2024-03-19 21:10:13,867 INFO    Thread-12 :466066 [dir_watcher.py:_on_file_modified():288] file/dir modified: /opt/disk1/dwang/sci/DVTON/OOTDiffusion/wandb/run-20240319_211010-w5y5dkgo/files/conda-environment.yaml
2024-03-19 21:10:13,867 INFO    Thread-12 :466066 [dir_watcher.py:_on_file_created():271] file/dir created: /opt/disk1/dwang/sci/DVTON/OOTDiffusion/wandb/run-20240319_211010-w5y5dkgo/files/output.log
2024-03-19 21:10:13,867 INFO    Thread-12 :466066 [dir_watcher.py:_on_file_created():271] file/dir created: /opt/disk1/dwang/sci/DVTON/OOTDiffusion/wandb/run-20240319_211010-w5y5dkgo/files/wandb-metadata.json
2024-03-19 21:10:13,867 INFO    Thread-12 :466066 [dir_watcher.py:_on_file_created():271] file/dir created: /opt/disk1/dwang/sci/DVTON/OOTDiffusion/wandb/run-20240319_211010-w5y5dkgo/files/requirements.txt
2024-03-19 21:10:15,867 INFO    Thread-12 :466066 [dir_watcher.py:_on_file_modified():288] file/dir modified: /opt/disk1/dwang/sci/DVTON/OOTDiffusion/wandb/run-20240319_211010-w5y5dkgo/files/output.log
2024-03-19 21:10:15,961 DEBUG   HandlerThread:466066 [handler.py:handle_request():146] handle_request: status_report
2024-03-19 21:10:19,187 DEBUG   SenderThread:466066 [sender.py:send():382] send: exit
2024-03-19 21:10:19,187 INFO    SenderThread:466066 [sender.py:send_exit():589] handling exit code: 1
2024-03-19 21:10:19,187 INFO    SenderThread:466066 [sender.py:send_exit():591] handling runtime: 8
2024-03-19 21:10:19,187 INFO    SenderThread:466066 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-03-19 21:10:19,187 INFO    SenderThread:466066 [sender.py:send_exit():597] send defer
2024-03-19 21:10:19,188 DEBUG   HandlerThread:466066 [handler.py:handle_request():146] handle_request: defer
2024-03-19 21:10:19,188 INFO    HandlerThread:466066 [handler.py:handle_request_defer():172] handle defer: 0
2024-03-19 21:10:19,188 DEBUG   SenderThread:466066 [sender.py:send_request():409] send_request: defer
2024-03-19 21:10:19,188 INFO    SenderThread:466066 [sender.py:send_request_defer():613] handle sender defer: 0
2024-03-19 21:10:19,188 INFO    SenderThread:466066 [sender.py:transition_state():617] send defer: 1
2024-03-19 21:10:19,188 DEBUG   HandlerThread:466066 [handler.py:handle_request():146] handle_request: defer
2024-03-19 21:10:19,188 INFO    HandlerThread:466066 [handler.py:handle_request_defer():172] handle defer: 1
2024-03-19 21:10:19,188 DEBUG   SenderThread:466066 [sender.py:send_request():409] send_request: defer
2024-03-19 21:10:19,188 INFO    SenderThread:466066 [sender.py:send_request_defer():613] handle sender defer: 1
2024-03-19 21:10:19,188 INFO    SenderThread:466066 [sender.py:transition_state():617] send defer: 2
2024-03-19 21:10:19,188 DEBUG   HandlerThread:466066 [handler.py:handle_request():146] handle_request: defer
2024-03-19 21:10:19,188 INFO    HandlerThread:466066 [handler.py:handle_request_defer():172] handle defer: 2
2024-03-19 21:10:19,188 INFO    HandlerThread:466066 [system_monitor.py:finish():203] Stopping system monitor
2024-03-19 21:10:19,188 DEBUG   SystemMonitor:466066 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-03-19 21:10:19,188 DEBUG   SystemMonitor:466066 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-03-19 21:10:19,188 DEBUG   SystemMonitor:466066 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-03-19 21:10:19,189 INFO    HandlerThread:466066 [interfaces.py:finish():202] Joined cpu monitor
2024-03-19 21:10:19,189 INFO    HandlerThread:466066 [interfaces.py:finish():202] Joined disk monitor
2024-03-19 21:10:19,281 INFO    HandlerThread:466066 [interfaces.py:finish():202] Joined gpu monitor
2024-03-19 21:10:19,281 INFO    HandlerThread:466066 [interfaces.py:finish():202] Joined memory monitor
2024-03-19 21:10:19,281 INFO    HandlerThread:466066 [interfaces.py:finish():202] Joined network monitor
2024-03-19 21:10:19,281 DEBUG   SenderThread:466066 [sender.py:send_request():409] send_request: defer
2024-03-19 21:10:19,281 INFO    SenderThread:466066 [sender.py:send_request_defer():613] handle sender defer: 2
2024-03-19 21:10:19,281 INFO    SenderThread:466066 [sender.py:transition_state():617] send defer: 3
2024-03-19 21:10:19,281 DEBUG   HandlerThread:466066 [handler.py:handle_request():146] handle_request: defer
2024-03-19 21:10:19,281 INFO    HandlerThread:466066 [handler.py:handle_request_defer():172] handle defer: 3
2024-03-19 21:10:19,282 DEBUG   SenderThread:466066 [sender.py:send_request():409] send_request: defer
2024-03-19 21:10:19,282 INFO    SenderThread:466066 [sender.py:send_request_defer():613] handle sender defer: 3
2024-03-19 21:10:19,282 INFO    SenderThread:466066 [sender.py:transition_state():617] send defer: 4
2024-03-19 21:10:19,282 DEBUG   HandlerThread:466066 [handler.py:handle_request():146] handle_request: defer
2024-03-19 21:10:19,282 INFO    HandlerThread:466066 [handler.py:handle_request_defer():172] handle defer: 4
